,New Jersey,Rhode Island,Massachusetts,Connecticut,Maryland,Delaware,New York,Florida,Pennsylvania,Ohio,California,Illinois,Hawaii,Virginia,North Carolina,Indiana,Michigan,Georgia,South Carolina,Tennessee,New Hampshire,Kentucky,Louisiana,Wisconsin,Washington,Texas,Alabama,Missouri,West Virginia,Minnesota,Vermont,Mississippi,Arizona,Arkansas,Oklahoma,Iowa,Colorado,Maine,Oregon,Kansas,Utah,Nevada,Nebraska,Idaho,New Mexico,South Dakota,North Dakota,Montana,Wyoming,Alaska
2020-08-11,2084.14,1907.07,1715.85,1409.42,1633.43,1695.82,2147.47,2776.02,978.69,888.67,1510.33,1538.94,267.51,1231.72,1439.23,1154.51,992.49,2227.62,2138.92,1922.96,518.41,814.35,2878.09,1075.89,920.2,1957.41,2140.9,1016.52,424.9,1140.86,234.91,2283.13,2848.16,1703.44,1161.59,1602.41,976.41,305.05,554.04,1087.37,1542.71,2061.55,1553.64,1587.83,1085.85,1149.63,1090.0,502.78,527.41,631.86
2020-08-12,2089.35,1914.29,1720.53,1410.04,1642.55,1702.95,2151.04,2817.5,985.75,900.96,1542.75,1551.71,281.9,1241.11,1457.27,1164.56,997.3,2263.3,2156.6,1945.71,520.38,840.56,2903.58,1084.21,928.11,1981.14,2156.08,1041.6,432.4,1149.42,235.86,2319.26,2858.82,1726.58,1178.99,1617.03,982.39,306.41,560.35,1109.1,1554.36,2080.47,1565.09,1621.08,1094.14,1161.71,1101.75,518.93,529.64,640.97
2020-08-13,2096.72,1924.85,1726.04,1412.15,1655.64,1724.77,2154.79,2849.39,993.48,911.14,1559.99,1565.94,307.11,1254.44,1473.2,1180.43,1009.09,2288.47,2176.18,1978.32,522.95,857.42,2928.11,1100.63,937.24,2007.16,2171.74,1065.97,440.22,1162.15,236.82,2339.72,2879.2,1749.22,1197.3,1629.97,991.18,307.84,567.42,1122.48,1565.87,2102.05,1587.36,1651.78,1102.34,1171.41,1129.54,532.62,535.31,654.71
2020-08-14,2103.12,1933.88,1731.44,1415.35,1667.7,1765.06,2158.49,2880.83,999.95,920.91,1599.43,1583.77,323.56,1269.16,1489.42,1196.67,1017.86,2320.77,2195.7,2008.29,526.2,871.34,2956.18,1118.41,948.72,2040.49,2194.91,1088.54,446.37,1175.62,239.54,2371.28,2893.19,1770.38,1217.92,1658.26,997.24,309.87,575.38,1141.34,1584.9,2141.44,1604.91,1685.4,1110.64,1186.44,1150.41,545.82,546.29,669.0
2020-08-15,2106.25,1933.88,1734.07,1415.35,1681.5,1771.11,2162.22,2913.32,1006.21,930.57,1612.19,1597.96,343.65,1280.2,1503.04,1212.56,1028.56,2353.52,2217.5,2028.13,527.41,885.72,2956.18,1132.84,959.42,2066.5,2212.08,1108.57,456.34,1188.35,240.81,2398.86,2907.27,1756.86,1241.32,1684.72,1002.93,311.98,585.69,1170.89,1596.8,2172.22,1618.45,1704.26,1117.45,1197.57,1167.28,557.45,553.84,680.56
2020-08-16,2106.39,1933.88,1735.87,1415.35,1690.25,1777.05,2165.31,2932.65,1010.43,935.86,1627.53,1610.07,359.1,1291.55,1512.03,1223.8,1033.38,2372.16,2230.38,2058.32,528.01,885.72,2981.71,1144.77,967.68,2099.93,2227.41,1128.29,462.01,1201.98,241.77,2411.6,2920.6,1779.6,1255.45,1697.09,1009.35,313.78,591.9,1170.89,1608.21,2197.2,1625.46,1715.49,1122.53,1216.03,1187.04,566.41,563.97,694.71
2020-08-17,2109.9,1956.42,1741.58,1425.64,1698.74,1786.23,2167.39,2946.34,1014.94,942.56,1641.99,1623.84,371.42,1300.43,1524.8,1232.8,1038.33,2390.48,2239.93,2074.27,529.22,903.03,2993.97,1152.7,971.41,2121.54,2256.89,1145.32,466.0,1212.39,243.68,2420.83,2927.66,1793.52,1265.03,1709.45,1013.03,315.97,596.71,1196.08,1616.55,2220.93,1635.68,1732.92,1126.94,1226.21,1195.34,570.55,571.69,701.51
2020-08-18,2113.62,1967.83,1747.51,1425.3,1707.51,1792.39,2170.72,2965.97,1019.64,949.89,1664.75,1637.34,380.97,1310.86,1538.8,1245.6,1044.93,2418.66,2254.99,2090.06,530.2,916.87,3007.8,1152.7,979.19,2150.66,2284.26,1159.05,471.23,1219.32,244.16,2447.41,2941.47,1807.38,1280.64,1721.48,1017.98,317.17,602.43,1205.06,1625.61,2245.02,1649.7,1756.74,1130.73,1235.8,1214.0,575.87,576.67,711.16
2020-08-19,2117.31,1977.63,1752.64,1426.94,1714.49,1797.79,2173.93,2987.02,1024.79,958.28,1688.58,1655.16,399.49,1319.78,1559.61,1253.04,1051.89,2441.73,2270.46,2121.31,531.64,931.13,3024.62,1175.28,985.3,2172.67,2310.77,1179.4,474.95,1229.03,244.64,2492.47,2951.08,1832.01,1296.51,1731.9,1023.11,318.83,607.37,1223.9,1638.16,2258.96,1661.21,1779.01,1138.88,1250.6,1239.71,586.7,588.85,721.64
2020-08-20,2118.44,1984.86,1758.03,1430.22,1724.27,1805.89,2176.99,3010.31,1030.95,967.98,1701.6,1669.38,416.22,1330.19,1579.8,1267.36,1057.21,2469.34,2289.5,2142.48,532.7,947.06,3044.47,1188.17,995.34,2192.56,2332.3,1197.07,484.66,1241.76,245.28,2522.36,2961.99,1850.56,1315.88,1764.58,1029.35,320.18,614.88,1240.76,1654.05,2278.89,1677.7,1805.68,1148.57,1265.39,1277.59,598.13,593.32,733.2
2020-08-21,2121.7,1999.22,1762.51,1432.64,1735.57,1811.51,2180.6,3034.27,1036.63,976.99,1718.91,1687.18,432.46,1342.03,1597.98,1283.19,1057.21,2498.26,2311.66,2168.17,534.28,961.6,3063.9,1202.55,1000.93,2214.0,2362.82,1218.08,489.51,1256.98,245.92,2551.58,2971.33,1880.53,1343.85,1790.41,1029.35,322.67,621.39,1274.9,1670.02,2309.31,1692.57,1821.43,1155.48,1288.23,1309.66,612.31,604.81,743.0
2020-08-22,2127.64,1999.22,1764.98,1432.64,1746.1,1817.77,2183.92,3056.32,1042.45,986.66,1733.35,1705.47,452.69,1356.74,1613.4,1298.41,1071.63,2524.2,2330.86,2187.25,536.02,979.82,3063.9,1219.09,1012.64,2228.05,2375.17,1240.07,495.33,1270.52,247.83,2583.17,2986.36,1899.02,1366.01,1811.92,1041.75,325.08,628.74,1291.93,1682.74,2332.11,1700.81,1839.73,1165.4,1317.94,1345.88,628.08,608.08,755.24
2020-08-23,2129.3,1999.22,1766.62,1432.64,1755.87,1825.01,2186.83,3071.53,1046.51,992.17,1745.98,1720.17,470.07,1367.49,1625.76,1307.77,1079.35,2541.48,2345.38,2215.79,537.0,979.82,3090.35,1226.98,1018.62,2246.03,2389.15,1253.82,500.08,1283.75,248.47,2604.1,2989.5,1911.69,1380.71,1826.49,1046.68,326.43,634.52,1301.26,1693.11,2351.18,1706.65,1851.27,1169.91,1334.63,1365.23,633.3,614.08,764.35
2020-08-24,2131.83,2025.85,1772.79,1446.32,1765.43,1830.09,2188.91,3083.07,1050.62,999.51,1762.37,1732.68,482.1,1375.51,1640.94,1333.03,1088.22,2564.54,2357.17,2226.05,539.5,998.75,3103.81,1233.81,1023.77,2262.01,2400.74,1267.29,502.34,1296.92,249.91,2621.18,2994.19,1922.5,1389.98,1841.47,1050.44,328.01,640.07,1331.95,1701.7,2365.83,1715.1,1864.42,1176.91,1352.27,1382.37,639.21,618.37,774.15
2020-08-25,2135.23,2032.5,1778.83,1447.13,1771.79,1832.25,2192.11,3096.74,1054.97,1006.8,1776.64,1745.73,497.42,1387.66,1655.1,1345.64,1097.83,2585.57,2376.79,2238.57,540.7,1013.99,3115.7,1244.92,1028.56,2284.95,2445.11,1280.41,506.87,1304.47,250.87,2647.96,3007.16,1938.72,1406.86,1864.02,1059.15,328.92,646.07,1342.83,1715.59,2380.28,1731.21,1889.73,1179.98,1361.74,1414.03,652.5,623.35,779.04
2020-08-26,2138.43,2040.3,1784.82,1452.14,1779.21,1834.84,2194.99,3113.21,1059.03,1016.21,1792.22,1762.46,517.07,1397.61,1677.04,1359.92,1106.35,2607.94,2389.46,2268.37,540.7,1029.05,3149.11,1258.29,1035.1,2308.85,2480.57,1302.79,514.69,1314.23,251.66,2678.18,3009.96,1960.65,1424.15,1902.88,1062.82,330.42,650.65,1378.04,1729.62,2389.35,1751.5,1908.71,1186.02,1369.55,1446.93,668.36,631.59,786.39
2020-08-27,2141.88,2053.14,1790.45,1455.75,1788.94,1833.76,2199.01,3129.93,1063.99,1026.96,1804.79,1775.71,538.87,1411.18,1697.22,1377.35,1115.07,2632.8,2400.04,2296.48,543.58,1046.07,3163.74,1273.58,1042.87,2323.6,2504.1,1327.13,519.49,1335.52,253.1,2697.74,3020.23,1985.05,1442.64,1989.64,1069.46,332.3,655.49,1394.63,1742.82,2409.2,1771.51,1929.92,1195.04,1443.29,1492.96,682.55,640.68,798.5
2020-08-28,2145.9,2062.08,1796.07,1459.78,1799.08,1845.32,2202.25,3149.44,1070.79,1038.16,1819.3,1794.62,557.67,1423.56,1712.84,1389.66,1123.08,2655.8,2428.38,2321.67,545.24,1063.8,3176.84,1288.26,1051.45,2341.76,2542.12,1351.25,529.9,1351.2,253.58,2717.77,3028.06,2013.37,1461.08,2032.99,1077.62,333.96,662.94,1418.47,1756.3,2431.85,1789.44,1946.24,1200.89,1481.52,1535.82,695.75,652.7,814.68
2020-08-29,2149.82,2062.08,1799.11,1459.78,1809.7,1874.05,2205.48,3165.79,1077.02,1048.5,1831.44,1809.22,579.68,1438.3,1730.06,1406.72,1123.08,2679.68,2455.56,2344.22,547.5,1082.45,3176.84,1302.52,1059.74,2369.73,2568.52,1376.0,537.67,1369.96,256.13,2742.34,3037.55,2040.23,1489.47,2058.36,1082.69,338.18,669.02,1437.31,1772.09,2453.68,1806.41,1964.35,1207.41,1531.82,1587.52,714.27,651.33,827.88
2020-08-30,2153.09,2062.08,1801.45,1459.78,1818.09,1873.4,2209.03,3179.0,1081.39,1056.62,1841.65,1824.68,593.92,1449.65,1741.33,1420.09,1137.13,2691.84,2478.07,2357.07,548.11,1092.78,3211.95,1311.87,1066.07,2380.39,2584.84,1397.61,545.16,1387.15,257.89,2763.97,3043.19,2056.38,1509.36,2090.3,1086.16,339.83,675.66,1443.04,1787.53,2469.7,1822.09,1976.14,1212.45,1576.8,1617.65,723.04,657.16,834.54
2020-08-31,2157.01,2087.38,1808.18,1470.46,1825.81,1882.69,2212.37,3188.64,1086.56,1064.36,1858.67,1837.61,603.4,1459.9,1755.46,1433.53,1142.17,2706.83,2492.06,2385.06,549.7,1101.09,3219.0,1316.5,1070.59,2392.37,2617.03,1416.82,552.71,1399.61,259.16,2773.13,3045.82,2068.82,1525.31,2107.77,1089.98,340.96,679.71,1472.0,1796.25,2481.17,1834.99,1989.97,1215.76,1598.93,1633.41,731.01,660.76,839.71
2020-09-01,2160.72,2092.42,1814.21,1473.99,1836.17,1894.14,2216.21,3227.35,1092.45,1076.9,1866.87,1849.2,616.29,1472.26,1769.09,1444.11,1150.21,2729.11,2509.95,2406.55,551.36,1119.04,3233.9,1333.59,1074.95,2411.21,2632.22,1435.07,566.95,1408.67,260.92,2794.32,3053.47,2078.04,1542.58,2130.68,1096.64,342.47,685.64,1484.54,1806.46,2495.68,1850.35,2006.84,1220.94,1627.34,1658.85,739.68,664.88,844.61
2020-09-02,2164.15,2099.65,1820.25,1476.83,1843.86,1895.65,2219.81,3239.64,1100.16,1086.93,1881.64,1865.72,640.36,1483.2,1788.91,1457.18,1156.75,2748.28,2523.71,2429.67,552.26,1137.38,3258.57,1343.08,1081.23,2426.84,2653.03,1459.52,574.77,1422.13,261.24,2820.43,3061.3,2098.82,1561.28,2150.62,1101.27,343.9,688.92,1515.12,1820.9,2504.25,1872.88,2026.13,1228.22,1657.4,1695.76,757.61,671.23,853.72
2020-09-03,2168.4,2105.83,1816.06,1479.64,1855.55,1906.89,2224.34,3257.9,1108.28,1098.56,1894.0,1876.27,655.39,1496.74,1806.21,1473.98,1164.58,2775.05,2548.69,2456.07,555.14,1157.72,3276.14,1355.74,1088.1,2440.33,2673.41,1483.07,585.39,1441.28,261.24,2845.54,3077.78,2131.57,1584.88,2190.35,1106.36,347.66,695.56,1534.02,1838.27,2516.83,1898.24,2042.45,1237.82,1696.93,1745.8,775.34,676.38,865.97
2020-09-04,2173.44,2115.34,1819.23,1483.98,1869.36,1917.58,2228.73,3274.26,1115.53,1110.07,1906.12,1919.7,674.69,1510.07,1823.04,1489.66,1175.22,2795.73,2582.81,2472.25,556.72,1175.73,3293.91,1381.82,1094.97,2462.74,2697.16,1509.36,595.48,1456.84,262.04,2873.05,3088.77,2168.53,1611.19,2224.43,1106.36,348.79,702.3,1567.58,1855.96,2534.36,1908.52,2058.95,1242.13,1727.59,1793.35,789.92,684.79,883.11
2020-09-05,2177.09,2115.34,1825.78,1483.98,1882.45,1932.71,2232.81,3292.96,1121.67,1121.66,1918.25,1941.46,690.36,1522.04,1834.83,1506.05,1184.27,2817.69,2603.0,2499.42,560.95,1193.64,3293.91,1398.29,1102.16,2479.62,2708.35,1541.5,609.02,1473.7,262.83,2891.07,3101.38,2185.94,1640.98,2255.04,1119.63,348.79,708.79,1577.63,1870.89,2548.33,1916.23,2076.38,1249.13,1762.27,1843.26,804.2,684.79,895.35
2020-09-06,2180.59,2115.34,1831.24,1483.98,1891.09,1949.02,2236.52,3306.07,1125.93,1128.34,1927.49,1952.43,701.9,1536.56,1843.18,1518.88,1184.27,2834.21,2616.88,2526.58,562.69,1200.69,3324.07,1413.84,1107.88,2488.65,2724.4,1563.36,615.76,1486.74,262.99,2904.78,3105.16,2209.15,1651.89,2272.02,1125.04,352.56,713.58,1583.64,1884.26,2566.54,1920.56,2088.16,1251.96,1788.31,1884.31,814.05,692.0,908.54
2020-09-07,2184.32,2115.34,1834.67,1483.98,1903.97,1971.27,2239.16,3315.47,1131.53,1135.06,1932.99,1963.06,709.3,1544.37,1851.47,1527.86,1196.52,2840.29,2630.6,2541.71,564.88,1207.29,3330.75,1423.72,1112.33,2491.82,2735.39,1578.48,624.22,1498.51,263.47,2912.87,3108.13,2220.98,1667.81,2282.44,1129.08,353.91,717.29,1601.16,1897.12,2579.34,1925.32,2092.75,1253.74,1810.91,1907.81,819.18,692.0,913.31
2020-09-08,2187.43,2148.53,1837.22,1495.57,1909.98,1977.64,2242.0,3324.79,1136.36,1140.73,1941.81,1973.87,714.0,1554.49,1862.29,1533.73,1201.56,2855.74,2636.91,2551.64,566.24,1213.09,3336.29,1436.2,1112.33,2504.62,2751.61,1591.3,628.92,1505.58,263.95,2921.2,3109.35,2230.91,1689.44,2298.04,1132.63,354.89,721.51,1624.49,1908.36,2584.25,1951.76,2107.64,1255.51,1823.11,1917.63,825.58,704.53,917.93
2020-09-09,2191.11,2156.52,1839.93,1498.05,1915.64,1977.64,2244.93,3335.88,1143.19,1149.14,1949.49,1984.24,720.98,1565.17,1874.98,1544.46,1211.36,2875.25,2643.29,2564.76,566.24,1228.06,3370.25,1451.13,1118.99,2523.8,2773.45,1613.19,637.11,1510.37,264.27,2935.44,3116.84,2243.92,1712.19,2316.68,1137.18,354.81,724.44,1638.73,1919.18,2589.77,1975.74,2127.61,1259.68,1842.99,1950.53,834.15,712.6,926.77
2020-09-10,2195.83,2166.6,1845.95,1504.22,1924.13,1994.71,2248.78,3348.52,1148.41,1158.83,1959.07,1999.4,733.02,1580.13,1892.14,1556.0,1221.21,2893.5,2651.23,2589.86,572.21,1246.15,3380.28,1478.06,1125.55,2530.01,2795.73,1633.61,648.01,1517.4,265.07,2952.72,3123.79,2257.37,1732.21,2344.6,1142.19,358.35,729.1,1651.79,1931.11,2600.09,2000.14,2147.28,1267.4,1874.12,1996.56,853.36,720.66,942.42
2020-09-11,2201.15,2178.29,1852.52,1510.7,1935.02,2004.76,2253.26,3367.19,1156.3,1169.55,1969.36,2017.36,754.46,1593.63,1907.39,1575.2,1235.4,2910.09,2702.63,2614.83,575.76,1267.36,3396.61,1501.9,1133.36,2551.94,2815.78,1658.92,656.69,1526.02,266.19,2981.24,3131.65,2294.78,1756.68,2375.05,1148.02,360.76,734.47,1671.41,1953.72,2609.41,2025.73,2167.93,1273.83,1907.61,2029.88,865.38,731.82,955.61
2020-09-12,2206.2,2178.29,1860.8,1510.7,1948.67,2022.79,2257.58,3383.5,1163.59,1180.28,1979.87,2033.82,763.65,1608.49,1918.6,1591.27,1243.56,2931.35,2722.14,2630.72,578.18,1283.53,3396.61,1525.46,1140.03,2562.08,2837.69,1692.37,675.62,1542.11,267.62,2996.11,3140.78,2355.57,1783.09,2401.13,1155.88,363.92,741.87,1681.37,1973.44,2624.24,2040.12,2181.39,1278.53,1945.49,2094.44,879.17,737.48,969.76
2020-09-13,2209.53,2178.29,1865.07,1510.7,1958.4,2036.08,2261.27,3395.89,1167.89,1187.51,1987.16,2045.15,771.62,1619.94,1926.96,1610.19,1243.56,2945.45,2761.64,2645.08,581.51,1295.59,3424.3,1553.01,1145.05,2578.19,2852.07,1720.62,685.16,1555.44,268.74,3004.61,3146.58,2372.77,1801.14,2416.37,1163.8,366.11,746.48,1685.1,1995.09,2635.61,2043.76,2188.34,1283.32,1969.28,2153.32,888.62,745.89,978.19
2020-09-14,2213.29,2199.69,1868.87,1526.52,1967.44,2045.59,2264.24,3404.77,1174.28,1196.84,1996.04,2055.8,777.25,1629.11,1939.75,1621.39,1255.98,2955.69,2778.73,2682.8,582.87,1303.26,3434.94,1566.44,1149.52,2592.8,2867.75,1741.81,691.9,1567.21,270.65,3009.42,3149.79,2386.55,1823.7,2428.93,1170.89,369.19,746.48,1715.99,2014.5,2645.53,2068.06,2204.03,1287.21,1988.57,2188.44,897.1,754.13,988.67
2020-09-15,2218.19,2211.1,1873.54,1530.31,1977.55,2067.19,2268.13,3420.71,1182.45,1205.49,2004.05,2067.17,781.88,1640.52,1953.62,1631.88,1262.94,2972.27,2795.28,2697.53,585.59,1319.59,3442.96,1589.91,1154.21,2619.28,2889.28,1764.29,700.32,1574.63,271.61,3026.3,3157.1,2415.95,1852.04,2450.19,1178.71,370.25,754.75,1727.36,2033.87,2653.63,2085.61,2221.28,1291.09,2011.42,2220.65,910.59,762.03,994.65
2020-09-16,2222.55,2221.37,1878.12,1534.06,1988.39,2077.67,2271.45,3432.75,1188.76,1214.42,2012.18,2082.25,789.14,1650.75,1970.56,1640.7,1270.68,2992.9,2808.93,2726.1,587.93,1336.98,3456.19,1614.43,1159.19,2634.61,2905.07,1784.41,711.97,1583.15,271.61,3050.07,3167.63,2440.35,1877.23,2480.31,1189.86,371.98,759.53,1752.62,2059.62,2661.09,2109.64,2238.83,1296.75,2046.57,2257.83,929.01,783.65,1001.72
2020-09-17,2228.94,2233.74,1884.53,1540.18,1999.03,2086.74,2276.01,3449.4,1196.0,1223.64,2021.88,2098.21,800.47,1664.08,1986.28,1653.44,1280.59,3011.39,2836.66,2742.31,587.93,1350.76,3466.52,1649.85,1164.73,2651.79,2926.4,1812.61,724.48,1599.92,272.09,3073.51,3194.08,2473.87,1904.08,2498.18,1198.57,373.56,764.87,1767.96,2091.03,2673.53,2136.51,2263.39,1304.33,2093.32,2311.74,950.29,798.41,1016.96
2020-09-18,2234.41,2246.29,1891.31,1544.1,2008.19,2091.93,2280.03,3465.78,1201.85,1232.38,2033.5,2115.46,810.23,1679.12,2001.69,1669.22,1288.45,3030.91,2854.92,2778.6,593.97,1368.01,3487.69,1693.96,1170.52,2663.94,2953.58,1842.93,738.01,1619.94,272.25,3090.12,3213.43,2503.3,1936.52,2551.08,1210.05,376.57,772.05,1801.17,2129.53,2691.48,2161.45,2292.55,1311.57,2139.36,2381.83,972.35,814.71,1032.06
2020-09-19,2239.59,2246.29,1900.26,1544.1,2019.7,2100.89,2285.05,3484.06,1207.44,1240.6,2043.47,2135.06,817.99,1690.66,2013.25,1685.6,1294.38,3052.6,2874.23,2793.1,598.43,1390.26,3487.69,1733.71,1179.09,2676.7,2970.34,1867.32,749.01,1636.8,272.89,3112.02,3222.62,2539.73,1968.64,2582.31,1221.55,378.98,778.59,1813.64,2166.66,2703.06,2183.39,2310.41,1319.34,2183.04,2433.95,1001.12,820.55,1045.12
2020-09-20,2244.68,2246.29,1905.62,1544.1,2026.64,2113.53,2289.44,3496.95,1212.38,1247.18,2050.92,2145.94,823.47,1701.02,2021.57,1696.95,1294.38,3063.95,2884.03,2825.04,600.47,1400.18,3507.92,1762.7,1184.09,2695.86,2985.79,1888.93,758.34,1660.71,273.69,3121.28,3229.71,2558.75,1994.69,2601.92,1231.06,382.22,783.73,1897.23,2198.37,2716.86,2198.7,2325.55,1322.55,2212.87,2482.47,1014.51,836.17,1059.81
2020-09-21,2249.09,2275.96,1909.45,1557.92,2033.59,2124.44,2292.35,3505.57,1218.85,1254.58,2061.16,2157.41,827.46,1708.61,2033.77,1704.9,1310.3,3075.8,2892.75,2838.82,600.85,1408.71,3513.18,1784.84,1186.7,2778.18,3003.94,1911.54,764.76,1677.78,274.32,3127.7,3233.18,2580.41,2023.29,2621.23,1241.35,384.4,788.66,1908.18,2219.82,2725.17,2215.02,2350.98,1327.54,2233.34,2522.0,1027.32,848.53,1069.47
2020-09-22,2253.88,2286.61,1912.03,1561.7,2039.4,2134.6,2296.19,3518.2,1224.98,1260.5,2068.91,2169.31,831.95,1719.17,2045.18,1714.01,1317.32,3085.36,2948.56,2850.19,603.72,1427.23,3529.44,1813.95,1193.35,2803.08,3017.53,1929.33,776.25,1686.63,274.64,3143.25,3242.16,2601.26,2053.52,2641.0,1253.77,387.41,796.76,1943.64,2242.22,2734.56,2236.27,2378.65,1332.67,2271.22,2558.5,1054.02,860.88,1077.63
2020-09-23,2258.46,2299.26,1920.15,1566.01,2045.89,2142.05,2299.57,3531.45,1231.71,1268.3,2077.7,2183.67,843.84,1726.19,2063.01,1724.83,1326.44,3104.04,2967.35,2875.59,605.01,1445.07,3542.75,1844.63,1200.65,2808.94,3039.0,1955.69,782.77,1699.14,274.8,3161.7,3248.77,2634.44,2081.8,2681.55,1265.46,389.22,801.59,1955.0,2272.45,2752.8,2262.65,2403.21,1342.12,2323.89,2623.88,1074.9,887.14,1088.1
2020-09-24,2261.02,2312.01,1927.33,1570.38,2054.37,2154.69,2304.43,3544.44,1238.32,1276.87,2085.74,2201.18,850.25,1737.11,2080.36,1738.51,1337.33,3119.42,2988.73,2889.33,607.8,1459.7,3555.23,1886.29,1208.34,2825.77,3087.95,1978.12,793.77,1715.97,275.12,3186.34,3257.34,2671.14,2109.92,2717.79,1275.86,392.53,810.8,1994.26,2313.75,2766.78,2286.9,2433.67,1353.48,2378.69,2688.86,1107.41,910.48,1107.56
2020-09-25,2270.96,2299.64,1934.62,1573.57,2063.8,2169.59,2309.05,3559.0,1244.84,1286.81,2096.55,2222.71,860.22,1748.5,2097.36,1756.33,1347.84,3127.59,3013.76,2916.48,610.9,1480.36,3570.49,1929.89,1222.51,2839.77,3108.14,2009.47,806.88,1737.68,276.24,3210.48,3265.12,2701.45,2143.06,2751.44,1289.32,394.04,822.23,2007.67,2362.39,2786.71,2309.96,2466.11,1366.09,2432.78,2748.85,1139.13,930.22,1124.83
2020-09-26,2279.38,2299.64,1943.13,1573.57,2074.14,2177.26,2314.17,3573.3,1252.04,1296.44,2106.44,2241.65,869.27,1760.3,2109.8,1773.71,1357.9,3141.19,3042.47,2938.6,613.62,1502.42,3570.49,1978.94,1231.17,2852.03,3123.16,2043.39,817.93,1764.8,277.52,3232.04,3272.04,2728.79,2168.77,2779.82,1300.4,395.84,829.02,2007.8,2397.45,2808.29,2333.19,2499.54,1375.93,2501.31,2817.28,1172.91,937.94,1141.02
2020-09-27,2287.23,2299.64,1951.97,1573.57,2081.41,2188.5,2318.57,3582.92,1258.39,1303.36,2112.8,2254.08,876.25,1769.21,2117.84,1787.43,1357.9,3149.32,3055.33,2970.99,617.47,1512.78,3590.45,2017.55,1237.47,2868.84,3136.38,2068.54,827.86,1784.64,277.99,3238.12,3278.25,2745.24,2190.14,2802.99,1311.2,398.03,835.1,2059.33,2434.27,2821.65,2358.18,2512.26,1383.21,2549.6,2864.83,1192.61,966.78,1156.25
2020-09-28,2293.51,2322.75,1958.4,1589.15,2089.46,2202.43,2322.82,3586.7,1265.04,1311.94,2120.16,2267.34,882.44,1774.65,2129.54,1800.7,1371.33,3155.28,3067.22,2982.34,620.19,1522.97,3595.63,2047.6,1242.76,2878.07,3151.82,2089.04,836.76,1801.31,278.47,3244.48,3282.37,2772.51,2212.5,2823.47,1319.0,399.01,839.53,2070.9,2462.78,2838.25,2385.74,2538.43,1389.98,2572.92,2900.64,1222.76,987.54,1172.17
2020-09-29,2298.63,2335.31,1966.05,1594.21,2096.73,2217.77,2328.87,3603.4,1277.46,1321.49,2127.84,2277.95,888.64,1785.82,2137.91,1812.02,1382.63,3165.54,3091.92,2995.87,622.08,1543.83,3607.16,2088.82,1248.56,2901.01,3177.34,2093.44,846.3,1816.24,279.11,3264.17,3292.54,2796.37,2239.12,2855.12,1329.16,401.79,847.09,2104.77,2486.7,2852.73,2410.68,2570.13,1398.22,2603.57,2958.42,1253.39,999.04,1188.77
2020-09-30,2306.63,2353.57,1973.99,1600.35,2103.71,2226.63,2333.96,3613.36,1284.65,1330.82,2136.87,2295.58,897.19,1794.96,2138.82,1826.52,1394.7,3182.75,3098.37,3019.39,624.58,1566.22,3620.35,2129.2,1255.44,2922.77,3201.92,2096.48,854.77,1828.91,279.59,3282.62,3297.41,2828.2,2264.57,2887.86,1338.86,405.71,852.63,2113.89,2517.93,2866.53,2438.51,2608.22,1411.56,2649.97,3019.94,1287.57,1020.84,1203.19
2020-10-01,2313.53,2369.35,1985.26,1605.69,2116.95,2245.43,2340.99,3626.8,1292.05,1342.29,2144.93,2312.38,904.67,1800.41,2161.83,1844.13,1404.78,3196.09,3106.35,3039.3,628.43,1586.42,3632.26,2179.48,1263.96,2936.82,3221.68,2099.64,864.26,1848.58,280.07,3305.89,3308.05,2866.18,2294.96,2926.08,1351.8,408.64,861.61,2155.11,2552.68,2881.94,2471.75,2640.04,1422.39,2738.39,3071.36,1329.83,1044.01,1222.23
2020-10-02,2321.85,2384.76,1996.63,1621.13,2128.96,2261.63,2349.12,3640.41,1301.4,1355.21,2154.86,2331.45,910.79,1812.1,2179.96,1866.41,1414.73,3208.85,3124.4,3054.24,644.83,1609.15,3649.92,2227.27,1273.92,2957.88,3256.33,2167.06,879.41,1870.09,282.14,3328.36,3316.36,2898.55,2325.86,2960.18,1364.71,411.5,869.27,2163.02,2590.84,2909.61,2514.13,2682.03,1438.65,2784.07,3137.16,1364.8,1066.49,1241.82
2020-10-03,2332.49,2384.76,2006.67,1621.13,2139.03,2281.94,2357.93,3654.66,1301.4,1365.21,2164.01,2350.4,920.26,1825.61,2202.32,1888.01,1427.61,3224.22,3160.13,3072.59,649.59,1638.14,3649.92,2277.63,1282.65,2977.24,3272.45,2194.35,888.8,1896.31,283.74,3348.72,3325.96,2923.76,2356.74,2986.69,1377.18,412.86,878.13,2164.23,2627.66,2928.46,2536.93,2710.81,1452.85,2838.99,3197.99,1414.15,1092.41,1261.0
2020-10-04,2339.52,2384.76,2016.29,1621.13,2146.97,2294.68,2364.15,3664.22,1316.18,1373.34,2172.34,2361.68,925.25,1838.53,2208.52,1904.55,1427.61,3231.78,3174.6,3097.46,653.21,1652.15,3669.23,2310.11,1289.18,2987.71,3283.54,2218.32,897.1,1915.47,284.86,3359.45,3331.32,2940.25,2356.74,3001.02,1387.07,415.49,884.72,2205.04,2675.68,2942.51,2558.55,2727.07,1461.53,2890.12,3255.49,1441.64,1116.26,1280.45
